ID	DOCULECT	CONCEPT	TOKENS	IPA
5490	Chuvash	they	ʋ ɘ s ɛ m	ʋɘˈs̬ɛm
5491	Chuvash	where	ə ɕ t a	əɕˈta
5492	Chuvash	where to	ə ɕ t a	əɕˈta
5493	Chuvash	how	ɛ p l ɛ	ɛpˈlɛ
5494	Chuvash	how	m ɘ n l ɛ	mɘnˈlɛ
5495	Chuvash	why	m a	ma
5496	Chuvash	why	m ɘ n ʂ ɘ n	ˈmɘnʂ̬ɘn
5497	Chuvash	how much	m i ɕ ɛ	miˈɕ̬ɛ
5498	Chuvash	three	ʋ i ɕ	ʋiɕ
5499	Chuvash	three	ʋ i ɕ ɘ	ʋiɕ̬ɘ
5500	Chuvash	three	ʋ i ɕ ɘ	ˈʋiɕɘ
5501	Chuvash	four	t ə ʋ a t	təˈʋat
5502	Chuvash	five	p i l ɘ k	ˈpilɘk
5503	Chuvash	five	p i l ɘ k	ˈpilɘk
5504	Chuvash	six	u l t	ˈult̬
5505	Chuvash	six	u l t ə	ˈult̬ə
5506	Chuvash	six	u l t ə	ˈultə
5507	Chuvash	seven	ɕ i tɕ	ɕit͡ɕ
5508	Chuvash	seven	ɕ i tɕ ɘ	ˈɕit͡ɕɘ
5509	Chuvash	seven	ɕ i tɕ ɘ	ˈɕit͡ɕɘ
5510	Chuvash	eight	s a k ə r	ˈsakər
5511	Chuvash	eight	s a k ə r	ˈsakər
5512	Chuvash	nine	t ə χ ə r	ˈtəχər
5513	Chuvash	nine	t ə χ ə r	ˈtəχər
5514	Chuvash	ten	ʋ u n ə	ˈʋunə
5515	Chuvash	ten	ʋ u n ə	ˈʋunə
5516	Chuvash	and	t a	ta
5517	Chuvash	or	ɛ	ɛ
5518	Chuvash	stand	t ə r	tər
5519	Chuvash	sit	l a r	lar
5520	Chuvash	lie	ʋ ɯ r t	ʋɯrt̬
5521	Chuvash	hang	u s ə n s a + t ə r	us̬ənˈs̬a_tər
5522	Chuvash	hang	ɕ a k ə n s a + t ə r	ɕak̬ənˈs̬a_tər
5523	Chuvash	become	p u l	pul
5524	Chuvash	happen	p u l	pul
5525	Chuvash	begin	p u ɕ l a n	puɕˈlan
5526	Chuvash	end	p ɘ t	pɘt
5527	Chuvash	end	ʋ ɘ ɕ l ɛ n	ʋɘɕˈlɛn
5528	Chuvash	change	u l ʂ ə n	ˈulʂ̬ən
5529	Chuvash	rise	t u χ	tuχ
5530	Chuvash	set	a n s a + l a r	ans̬a_lar
5531	Chuvash	shine	p ə χ	pəχ
5532	Chuvash	thunder	k ɘ m s ɘ r t ɛ t	kɘms̬ɘrt̬ɛt
5533	Chuvash	thunder	a ʋ ə t	aʋət
5534	Chuvash	blow	ʋ a r k ə ʂ	ˈʋark̬əʂ
5535	Chuvash	stream	t ə k ə n	ˈtəkən
5536	Chuvash	flow	j u χ	juχ
5537	Chuvash	revolve	ɕ a ʋ r ə n	ˈɕaʋrən
5538	Chuvash	sway	tɕ y χ ɛ n	t͡ɕyˈχɛn
5539	Chuvash	swing	s u l a n	suˈlan
5540	Chuvash	fall	k i p	kip
5541	Chuvash	fall	t y r + k i p	tyr_kip
5542	Chuvash	fall	t a t ə l s a + a n	tat̬əlˈs̬a_an
5543	Chuvash	burn	ɕ u n	ɕun
5544	Chuvash	smoke	m ə k ə r l a n	mək̬ərlan
5545	Chuvash	smoke	t ɘ t ɘ m + k ə l a r	tɘt̬ɘm_kəlar
5546	Chuvash	rain	ɕ u m ə r + ɕ ə ʋ a tʲ	ɕumər_ɕəʋatʲ
5547	Chuvash	freeze	ʂ ə n	ʂən
5548	Chuvash	thaw	i r ɘ l	ˈirɘl
5549	Chuvash	melt	i r ɘ l	ˈirɘl
5550	Chuvash	dry	t i p	tip
5551	Chuvash	boil	ʋ ɘ r ɛ	ʋɘˈrɛ
5552	Chuvash	rot	ɕ ɘ r	ɕɘr
5553	Chuvash	decay	ɕ ɘ r	ɕɘr
5554	Chuvash	snap	ɕ u r ə l	ˈɕurəl
5555	Chuvash	sink	p u t	put
5556	Chuvash	pass	i r t	irt̬
5557	Chuvash	appear	k u r ə n	ˈkurən
5558	Chuvash	appear	k u r ə n s a + k a j	kurənˈs̬a_kaj
5559	Chuvash	disappear	ɕ u χ a l	ɕuˈχal
5560	Chuvash	drop, descend	tɕ a k	t͡ɕak
5561	Chuvash	decrease	tɕ a k	t͡ɕak
5562	Chuvash	increase	p ɯ s ə k l a n	pɯs̬əkˈlan
5563	Chuvash	rise	ɕ ɘ k l ɛ n	ɕɘkˈlɛn
5564	Chuvash	grow	y s	ys
5565	Chuvash	shine	ɕ i ɕ	ɕiɕ
5566	Chuvash	sparkle, twinkle	j a l k ə ʂ	ˈjalk̬əʂ
5567	Chuvash	sparkle, twinkle	j ə l t ə r t a t	jəlt̬ərˈt̬at
5568	Chuvash	be noisy	ʂ a ʋ l a	ʂaʋˈla
5569	Chuvash	chime	ʂ ə n k ə r a ʋ l a	ʂənk̬əraʋˈla
5570	Chuvash	ring	ʂ ə n k ə r a ʋ l a	ʂənk̬əraʋˈla
5571	Chuvash	tinkle	k a l t l a t	kalt̬lat
5572	Chuvash	tinkle	ʂ ə n k ə l t a t	ʂənk̬əlt̬at
5573	Chuvash	roar	a χ ə r	aχər
5574	Chuvash	rustle	ʋ a ʂ ə l t a t	ʋaʂ̬əlt̬at
5575	Chuvash	rustle	tɕ a ʂ ə l t a t	t͡ɕaʂ̬əlt̬at
5576	Chuvash	sound	j a n ə r a	janəˈra
5577	Chuvash	howl	u l a	uˈla
5578	Chuvash	blow	ʋ ɘ r	ʋɘr
5579	Chuvash	whistle	ʂ ə χ ə r	ˈʂəχər
5580	Chuvash	shout	k ə ʂ k ə r	ˈkəʂkər
5581	Chuvash	groan	j ɯ n ə ʂ	ˈjɯnəʂ
5582	Chuvash	tremble	tɕ ɘ t r ɛ	t͡ɕɘtˈrɛ
5583	Chuvash	live	p u r ə n	ˈpurən
5584	Chuvash	be born	ɕ u r a l	ɕuˈral
5585	Chuvash	breathe	s ɯ ʋ l a	sɯʋˈla
5586	Chuvash	drink	ɘ ɕ	ɘɕ
5587	Chuvash	eat	ɕ i	ɕi
5588	Chuvash	swallow	ɕ ə t	ɕət
5589	Chuvash	get tired	ɘ ʂ ɛ n	ɘˈʂ̬ɛn
5590	Chuvash	fall asleep	ɯ j χ a + p u t	ɯjˈχa_put
5591	Chuvash	fall asleep	ɕ ɯ ʋ ə r s a + k a j	ɕɯʋərˈs̬a_kaj
5592	Chuvash	sleep	ɕ ɯ ʋ ə r	ˈɕɯʋər
5593	Chuvash	wake up	ʋ a r a n	ʋăˈran
5594	Chuvash	get up	t ə r	tər
5595	Chuvash	relax	k a n	kan
5596	Chuvash	fall ill	tɕ i r l ɛ	t͡ɕirˈlɛ
5597	Chuvash	be ill	tɕ i r l ɛ	t͡ɕirˈlɛ
5598	Chuvash	ache	s u r	sur
5599	Chuvash	ache	ɯ r a t	ɯˈrat
5600	Chuvash	cough	y s ɘ r	ˈysɘr
5601	Chuvash	recover	s ɯ ʋ a l	sɯˈʋal
5602	Chuvash	recover	t y r l ɛ n	tyrˈlɛn
5603	Chuvash	die	ʋ i l	ʋil
5604	Chuvash	perish	ʋ i l	ʋil
5605	Chuvash	move	k u ɕ	kuɕ
5606	Chuvash	budge	χ u s k a l	χusˈkal
5607	Chuvash	stand up	t ə r	tər
5608	Chuvash	sit down	l a r	lar
5609	Chuvash	tumble	y k	yk
5610	Chuvash	walk	u t	ut
5611	Chuvash	step	u t	ut
5612	Chuvash	take a walk	u ɕ ə l s a + ɕ y r ɛ	uɕ̬əlˈs̬a_ɕyˈrɛ
5613	Chuvash	take a walk	u t k a l a s a + ɕ y r ɛ	utkalaˈs̬a_ɕyˈrɛ
5614	Chuvash	rush	ʋ a s k a	ʋasˈka
5615	Chuvash	rush	χ ɯ p a l a n	χɯp̬aˈlan
5616	Chuvash	hurry	ʋ a s k a	ʋasˈka
5617	Chuvash	hurry	χ ɯ p a l a n	χɯp̬aˈlan
5618	Chuvash	dash	ɯ t k ə n	ˈɯtkən
5619	Chuvash	dash	ʋ ɘ ɕ t ɛ r	ʋɘɕˈtɛr
5620	Chuvash	run	tɕ u p	t͡ɕup
5621	Chuvash	jump	s i k	sik
5622	Chuvash	climb	u l ə χ	ˈuləχ
5623	Chuvash	seesaw	j y r ɘ n	jyrɘn
5624	Chuvash	creep	ʂ u	ʂu
5625	Chuvash	creep	u p a l ɛ n	up̬aˈlɛn
5626	Chuvash	swim	i ʂ	iʂ
5627	Chuvash	dive	tɕ ə m	t͡ɕəm
5628	Chuvash	row	a ʋ ə s	ˈaʋəs
5629	Chuvash	drive	p ɯ r	pɯr
5630	Chuvash	fly	ʋ ɘ ɕ	ʋɘɕ
5631	Chuvash	go	k a j	kaj
5632	Chuvash	go away	k a j	kaj
5633	Chuvash	depart	t a p r a n	tapˈran
5634	Chuvash	stop	tɕ a r ə n	ˈt͡ɕarən
5635	Chuvash	go in	k ɘ r	kɘr
5636	Chuvash	enter	k ɘ r	kɘr
5637	Chuvash	come	k i l	kil
5638	Chuvash	arrive	ɕ i t	ɕit
5639	Chuvash	come back	t a ʋ r ə n	taʋrən
5640	Chuvash	come back	k a j a l a + k i l	kajala_kil
5641	Chuvash	stay	j u l	jul
5642	Chuvash	wait	k ɘ t	kɘt
5643	Chuvash	await	k ɘ t	kɘt
5644	Chuvash	look for	ʂ ɯ r a	ʂɯˈra
5645	Chuvash	find	t u p	tup
5646	Chuvash	try	p i k ɛ n	piˈk̬ɛn
5647	Chuvash	prepare	χ a t ɘ r l ɛ	χat̬ɘrˈlɛ
5648	Chuvash	love	j u r a t	juˈrat
5649	Chuvash	like	k ə m ə l a	kəməˈla
5650	Chuvash	like	k i l ɘ ʂ t ɛ r	kilɘʂˈtɛr
5651	Chuvash	laugh	k u l	kul
5652	Chuvash	laugh	a χ ə l t a t	aχəlˈt̬at
5653	Chuvash	move	ɕ u l ə χ	ɕuləχ
5654	Chuvash	weep, cry	j ɘ r	jɘr
5655	Chuvash	weep, cry	m a k ə r	ˈmakər
5656	Chuvash	grumble	ʋ ə r ɕ	ʋərɕ̬
5657	Chuvash	grumble	j a t l a ɕ	jatˈlaɕ
5658	Chuvash	be annoyed	ɕ i l ɛ n	ɕiˈlɛn
5659	Chuvash	be afraid	ʂ i k l ɛ n	ʂikˈlɛn
5660	Chuvash	be afraid of	χ ə r a	χəˈra
5661	Chuvash	flee	t a r	tar
5662	Chuvash	escape	tɕ u p s a + t a r	t͡ɕupˈsa_tar
5663	Chuvash	see	k u r	kur
5664	Chuvash	look at	p ə χ s a + i l	pəχˈsa_il
5665	Chuvash	watch	p ə χ	pəχ
5666	Chuvash	hear	i l t	ilt̬
5667	Chuvash	listen	i t l ɛ	itˈlɛ
5668	Chuvash	listen	t ə n l a	tənˈla
5669	Chuvash	taste	a s t i ʋ	asˈtiʋ
5670	Chuvash	smell	ʂ ə r ʂ l a	ʂərʂ̬ˈla
5671	Chuvash	feel	t u j	tuj
5672	Chuvash	feel	s i s	sis
5673	Chuvash	seem	t u j ə n	ˈtujən
5674	Chuvash	show	k u r ə n	ˈkurən
5675	Chuvash	hear	p ə l	pəl
5676	Chuvash	be cold	j y t ɛ n	jyt̬ɛn
5677	Chuvash	do	t u	tu
5678	Chuvash	can	p u l t a r	pulˈt̬ar
5679	Chuvash	want	t ɛ	tɛ
5680	Chuvash	start	p u ɕ l a	puɕˈla
5681	Chuvash	finish	p ɘ t ɛ r	pɘˈt̬ɛr
5682	Chuvash	stop	p ə r a χ	pəˈraχ
5683	Chuvash	succeed	ə n	ən
5684	Chuvash	turn out	p u l	pul
5685	Chuvash	open	u ɕ	uɕ
5686	Chuvash	close	χ u p	χup
5687	Chuvash	put	l a r t	lart̬
5688	Chuvash	put	t ə r a t	təˈrat
5689	Chuvash	place	l a r t	lart̬
5690	Chuvash	lay	χ u r	χur
5691	Chuvash	touch	p ɛ r ɘ n	ˈpɛrɘn
5692	Chuvash	connect	s ɯ p	sɯp
5693	Chuvash	cover	ʋ i t	ʋit
5694	Chuvash	hang up	ɕ a k	ɕak
5695	Chuvash	light	ɕ u t	ɕut
5696	Chuvash	pick up	ɕ ɘ k l ɛ	ɕɘkˈlɛ
5697	Chuvash	leave	m a n s a + χ ə ʋ a r	manˈs̬a_χəˈʋar
5698	Chuvash	lose	ɕ ɘ t ɛ r	ɕɘˈt̬ɛr
5699	Chuvash	drop	y k ɛ r	yˈk̬ɛr
5700	Chuvash	make	t u	tu
5701	Chuvash	produce	ə s t a l a	əstaˈla
5702	Chuvash	build	t u	tu
5703	Chuvash	repair, mend	j u s a	juˈs̬a
5704	Chuvash	improve	l a j ə χ l a t	lajəχˈlat
5705	Chuvash	alter	u l ə ʂ t a r	uləʂˈtar
5706	Chuvash	dig	tɕ a ʋ	t͡ɕaʋ
5707	Chuvash	dig	tɕ a k a l a	t͡ɕak̬aˈla
5708	Chuvash	bow	k u k ə r t	ˈkukərt̬
5709	Chuvash	bend	a ʋ	aʋ
5710	Chuvash	bend	k u k ə r t	ˈkukərt̬
5711	Chuvash	spin	ɕ a ʋ ə r	ˈɕaʋər
5712	Chuvash	turn over	y p ɘ n t ɛ r	yp̬ɘnˈt̬ɛr
5713	Chuvash	turn, turn around	ɕ a ʋ ə r	ˈɕaʋər
5714	Chuvash	raise	χ ə p a r t	χəˈp̬art̬
5715	Chuvash	lift	j ə t	jət
5716	Chuvash	seize	t ɯ t	tɯt
5717	Chuvash	hold	t ɯ t	tɯt
5718	Chuvash	press	p u s	pus
5719	Chuvash	push	t ɘ k	tɘk
5720	Chuvash	push	t ɘ r t	tɘrt̬
5721	Chuvash	scrape	χ ɯ r	χɯr
5722	Chuvash	lick	ɕ u l a	ɕuˈla
5723	Chuvash	bite	ɕ ɯ r t	ɕɯrt̬
5724	Chuvash	bite	χ ɯ p	χɯp
5725	Chuvash	tear off	t a t	tat
5726	Chuvash	cut off	k a s	kas
5727	Chuvash	tie	ɕ ɯ χ	ɕɯχ
5728	Chuvash	stick	tɕ i k	t͡ɕik
5729	Chuvash	break	χ u ɕ	χuɕ
5730	Chuvash	knock	t a k a	taˈka
5731	Chuvash	hit	ʂ a k a	ʂaˈka
5732	Chuvash	glue	ɕ ɯ p ə ɕ t a r	ɕɯp̬əɕˈtar
5733	Chuvash	rub	s ə t ə r	ˈsətər
5734	Chuvash	spread	s ɘ r	sɘr
5735	Chuvash	sharpen	χ ə j r a	χəjˈra
5736	Chuvash	cut	k a s	kas
5737	Chuvash	jog	l ə k a	ləˈk̬a
5738	Chuvash	jog	s i l ɛ n t ɛ r	silɛnˈt̬ɛr
5739	Chuvash	shake	l ə k a	ləˈk̬a
5740	Chuvash	shake	s i l ɛ n t ɛ r	silɛnˈt̬ɛr
5741	Chuvash	swing	s u l a	suˈla
5742	Chuvash	pour	t u l t a r	tulˈt̬ar
5743	Chuvash	fill	t u l t a r	tulˈt̬ar
5744	Chuvash	wrap	tɕ ɘ r k ɛ	t͡ɕɘrˈk̬ɛ
5745	Chuvash	carry	ɕ ɘ k l ɛ	ɕɘkˈlɛ
5746	Chuvash	drag	s ɘ t ɘ r	ˈsɘtɘr
5747	Chuvash	pull	t ə s	təs
5748	Chuvash	keep	u s r a	usˈra
5749	Chuvash	throw	p ə r a χ	pəˈraχ
5750	Chuvash	catch	t ɯ t	tɯt
5751	Chuvash	grab	t ɯ t	tɯt
5752	Chuvash	hide	p ɯ t a r s a + χ u r	pɯt̬arˈs̬a_χur
5753	Chuvash	divide	u j ə r	ˈujər
5754	Chuvash	divide	p a j l a	pajˈla
5755	Chuvash	send	j a r	jar
5756	Chuvash	bring	k y r	kyr
5757	Chuvash	add	χ u ʂ	χuʂ
5758	Chuvash	get	i l	il
5759	Chuvash	get	t u j a n	tuˈjan
5760	Chuvash	receive	i l	il
5761	Chuvash	receive	t u j a n	tuˈjan
5762	Chuvash	take	i l	il
5763	Chuvash	choose	s u j l a	sujˈla
5764	Chuvash	select	s u j l a	sujˈla
5765	Chuvash	preserve	u p r a	upra
5766	Chuvash	hinder	k a n s ɘ r l ɛ	kans̬ɘrˈlɛ
5767	Chuvash	hinder	tɕ ə r m a n t a r	t͡ɕərmanˈt̬ar
5768	Chuvash	spoil	p ə s	pəs
5769	Chuvash	damage	p ə s	pəs
5770	Chuvash	break	ʋ a t	ʋat
5771	Chuvash	break	ɕ ɘ m ɘ r	ˈɕɘmɘr
5772	Chuvash	tear	ɕ u r	ɕur
5773	Chuvash	destroy	i ʂ	iʂ
5774	Chuvash	burn	ɕ u n t a r	ɕunˈt̬ar
5775	Chuvash	give	p a r	par
5776	Chuvash	hand	p a r	par
5777	Chuvash	give	p a r n ɛ l ɛ	parnɛˈlɛ
5778	Chuvash	promise	t u m a + p u l	tuˈma_pul
5779	Chuvash	promise	s ə m a χ + p a r	səˈmaχ_par
5780	Chuvash	wish	s u n	sun
5781	Chuvash	praise	ɯ r l a	ɯrˈla
5782	Chuvash	kiss	tɕ u p + t u	t͡ɕup_tu
5783	Chuvash	rock	s i k t ɛ r	siktɛr
5784	Chuvash	rock	s i l ɛ	silɛ
5785	Chuvash	cover	ʋ i t	ʋit
5786	Chuvash	wake	ʋ ə r a t	ʋəˈrat
5787	Chuvash	show	k ə t a r t	kəˈt̬art̬
5788	Chuvash	guide	i l s ɛ + p ɯ r	ilˈs̬ɛ_pɯr
5789	Chuvash	guide	ɕ a ʋ ə t s a + p ɯ r	ɕaʋətˈsa_pɯr
5790	Chuvash	teach	ʋʲ o r ɛ n t	ʋʲoˈrɛnt̬
5791	Chuvash	instruct	ʋʲ o r ɛ n t	ʋʲoˈrɛnt̬
5792	Chuvash	bring up	ʋ ɘ r ɛ n t	ʋɘˈrɛnt̬
5793	Chuvash	lead	t ɯ t s a + p ɯ r	tɯtˈsa_pɯr
5794	Chuvash	urge	ʋ a s k a t	ʋasˈkat
5795	Chuvash	let	p u s a χ l a	pus̬aχˈla
5796	Chuvash	let	χ u ʂ	χuʂ
5797	Chuvash	invite	tɕ ɘ n	t͡ɕɘn
5798	Chuvash	unite	p ɘ r l ɛ ʂ t ɛ r	pɘrlɛʂtɛr
5799	Chuvash	visit	ɕ i t	ɕit
5800	Chuvash	visit	k ɘ r s ɛ + k u r	kɘrs̬ɛ_kur
5801	Chuvash	meet	t ɘ l + p u l	tɘl_pul
5802	Chuvash	assemble	p u ɕ t a r a n	puɕˈtarăn
5803	Chuvash	play	ʋ ɯ l j a	ʋɯlˈja
5804	Chuvash	sing	j u r l a	jurˈla
5805	Chuvash	dance	t a ʂ l a	taʂˈla
5806	Chuvash	separate	u j r ə l	ˈujrəl
5807	Chuvash	leave	χ ə ʋ a r	χəˈʋar
5808	Chuvash	rescue	ɕ ə l	ɕəl
5809	Chuvash	guard	χ u r a l a	χuraˈla
5810	Chuvash	protect	s ɯ χ l a	sɯχˈla
5811	Chuvash	defend	χ y t ɘ l ɛ	χyt̬ɘˈlɛ
5812	Chuvash	brawl	ɕ a p ə ɕ	ˈɕapəɕ
5813	Chuvash	shoot	p ɛ r	pɛr
5814	Chuvash	win	ɕ ɘ n	ɕɘn
5815	Chuvash	win	ɕ ɘ n t ɛ r	ɕɘnˈt̬ɛr
5816	Chuvash	annoy	t a r ə χ t a r	tarəχtar
5817	Chuvash	annoy	ɕ i l ɛ n t ɛ r	ɕilɛnt̬ɛr
5818	Chuvash	beat	ɕ a p	ɕap
5819	Chuvash	kick	t a p	tap
5820	Chuvash	sting	tɕ i k	t͡ɕik
5821	Chuvash	shove	tɕ ɯ ʂ	t͡ɕɯʂ
5822	Chuvash	steal	ʋ ə r l a	ʋərˈla
5823	Chuvash	disturb	k a n s ɘ r l ɛ	kans̬ɘrˈlɛ
5824	Chuvash	bother	a p t ə r a t	aptərat
5825	Chuvash	bother	χ u p l a	χupla
5826	Chuvash	conceal	p ɯ t a r	pɯˈt̬ar
5827	Chuvash	deceive	s u j	suj
5828	Chuvash	cheat	u l t a l a	ult̬aˈla
5829	Chuvash	kill	ʋ ɘ l ɛ r	ʋɘˈlɛr
5830	Chuvash	dwell	tɕ u n a + p a r	t͡ɕuˈna_par
5831	Chuvash	dwell	p a r ə n s a + t ə r	parənˈs̬a_tər
5832	Chuvash	work	ɘ ɕ l ɛ	ɘɕˈlɛ
5833	Chuvash	gather	p u χ	puχ
5834	Chuvash	pick	t a t	tat
5835	Chuvash	hunt	s u n a r a + ɕ y r ɛ	sunaˈra_ɕyˈrɛ
5836	Chuvash	catch	t ɯ t	tɯt
5837	Chuvash	herd	k ɘ t	kɘt
5838	Chuvash	drive	χ ə ʋ a l a	χəʋaˈla
5839	Chuvash	tie up	k ə k a r	kəˈk̬ar
5840	Chuvash	feed	ɕ i t ɛ r	ɕiˈt̬ɛr
5841	Chuvash	milk	s u	su
5842	Chuvash	chop	ʋ a k l a	ʋakˈla
5843	Chuvash	water	ʂ ə ʋ a r	ʂəˈʋar
5844	Chuvash	ripen	p i ɕ	piɕ
5845	Chuvash	cook	p ɘ ɕ ɛ r	pɘˈɕ̬ɛr
5846	Chuvash	boil	p ɘ ɕ ɛ r	pɘˈɕ̬ɛr
5847	Chuvash	bake	p ɘ ɕ ɛ r	pɘˈɕ̬ɛr
5848	Chuvash	fry	ə ʂ a l a	əʂ̬aˈla
5849	Chuvash	stir	χ u t ə ʂ t a r	χut̬əʂtar
5850	Chuvash	knit	ɕ ɯ χ	ɕɯχ
5851	Chuvash	sew	ɕ ɘ l ɛ	ɕɘˈlɛ
5852	Chuvash	dye	p ɘ ʋ ɛ t	pɘˈʋɛt
5853	Chuvash	clean	t a s a t	taˈs̬at
5854	Chuvash	wash	ɕ u	ɕu
5855	Chuvash	wipe	ʂ ə l	ʂəl
5856	Chuvash	rinse	tɕ y χ ɛ	t͡ɕyˈχɛ
5857	Chuvash	sweep	ʂ ə l	ʂəl
5858	Chuvash	sweep	ʂ ə l	ʂəl
5859	Chuvash	bath	ʂ ɯ ʋ a + k ɘ r	ʂɯˈʋa_kɘr
5860	Chuvash	wash	ɕ ə ʋ ə n	ˈɕəʋən
5861	Chuvash	take off	s a l a n	saˈlan
5862	Chuvash	put on	t ə χ ə n	ˈtəχən
5863	Chuvash	get dressed	t ə χ ə n	ˈtəχən
5864	Chuvash	comb	t u r a	tuˈra
5865	Chuvash	decorate	i l ɛ m l ɛ t	ilɛmˈlɛt
5866	Chuvash	say	t ɛ	tɛ
5867	Chuvash	speak	k a l a	kaˈla
5868	Chuvash	talk	s ə m a χ l a	səmaχˈla
5869	Chuvash	talk	k a l a ɕ	kaˈlaɕ
5870	Chuvash	chat	p u p l ɛ	pupˈlɛ
5871	Chuvash	ask	ɯ j t	ɯjt̬
5872	Chuvash	request	ɯ j t	ɯjt̬
5873	Chuvash	tell	k a l a s a + p a r	kalas̬a_par
5874	Chuvash	convey	p ɘ l t ɛ r	pɘlˈt̬ɛr
5875	Chuvash	convey	χ ɯ p a r l a	χɯp̬arˈla
5876	Chuvash	name	t ɛ	tɛ
5877	Chuvash	name	tɕ ɘ n	t͡ɕɘn
5878	Chuvash	call	tɕ ɘ n	t͡ɕɘn
5879	Chuvash	brag	m u χ t a n	muχtan
5880	Chuvash	brag	ʋ ɘ ɕ k ɘ n l ɛ n	ʋɘɕkɘnlɛn
5881	Chuvash	translate	k u ɕ a r	kuˈɕ̬ar
5882	Chuvash	think	ʂ u χ ə ʂ l a	ʂuχəʂˈla
5883	Chuvash	believe	ɘ n ɛ n	ɘˈnɛn
5884	Chuvash	notice	a s ə r χ a	as̬ərˈχa
5885	Chuvash	recognize	p a l a	paˈla
5886	Chuvash	grasp	ə n l a n	ənˈlan
5887	Chuvash	understand	p ɘ l	pɘl
5888	Chuvash	learn	ʋ ɘ r ɛ n	ʋɘˈrɛn
5889	Chuvash	know	p ɘ l	pɘl
5890	Chuvash	know	ə n k a r	ənˈk̬ar
5891	Chuvash	remember	a s a + i l	aˈs̬a_il
5892	Chuvash	forget	m a n	man
5893	Chuvash	forget	m a n s a + k a j	manˈs̬a_kaj
5894	Chuvash	measure	ʋ i ɕ	ʋiɕ
5895	Chuvash	count	ʂ u t l a	ʂutˈla
5896	Chuvash	calculate	ʂ u t l a	ʂutˈla
5897	Chuvash	read	ʋ u l a	ʋuˈla
5898	Chuvash	paint	y k ɛ r	yˈk̬ɛr
5899	Chuvash	draw	y k ɛ r	yˈk̬ɛr
5900	Chuvash	write	ɕ ɯ r	ɕɯr
5901	Chuvash	own	t ɯ t	tɯt
5902	Chuvash	buy	i l	il
5903	Chuvash	buy	t u j a n	tuˈjan
5904	Chuvash	sell	s u t	sut
5905	Chuvash	pay for	t y l ɛ	tyˈlɛ
5906	Chuvash	pay	t y l ɛ	tyˈlɛ
5907	Chuvash	rule	t ɯ t	tɯt
5908	Chuvash	endure	t y s	tys
5909	Yakut	nose	m u ɾ u n	muɾun
5910	Yakut	mouth	a j a x	ajax
5911	Yakut	tooth	t iː s	tiːs
5912	Yakut	tongue	t ɯ l	tɯl
5913	Yakut	lip	uo s	u͡os
5914	Yakut	cheek	ie d e s	i͡edes
5915	Yakut	face	s i ɾ e j	siɾej
5916	Yakut	forehead	s yː s	syːs
5917	Yakut	moustache	uo s + b ɯ t ɯ g a	u͡os_bɯtɯɡa
5918	Yakut	beard	s e ŋ i j e + b ɯ t ɯ g a	seŋije_bɯtɯɡa
5919	Yakut	chin	s e ŋ i j e	seŋije
5920	Yakut	jaw	s ɯ ŋ aː x	sɯŋaːx
5921	Yakut	throat	t a m a x	tamax
5922	Yakut	throat	k yø m e j	ky͡ømej
5923	Yakut	neck	m oː j	moːj
5924	Yakut	nape	k e t e x	ketex
5925	Yakut	back	k ø ɣ y s	køɣys
5926	Yakut	belly	i s	is
5927	Yakut	navel	k iː n	kiːn
5928	Yakut	bosom	e m iː j	emiːj
5929	Yakut	breast	t yø s	ty͡øs
5930	Yakut	shoulder	s a ɾ ɯ n	saɾɯn
5931	Yakut	arm	i l iː	iliː
5932	Yakut	elbow	t o ɣ o n o x	toɣonox
5933	Yakut	hand	i l iː	iliː
5934	Yakut	palm	ɯ t ɯ s	ɯtɯs
5935	Yakut	finger	t a ɾ b a x	taɾbax
5936	Yakut	fingernail	t ɯ ŋ ɯ ɾ a x	tɯŋɯɾax
5937	Yakut	nail	t ɯ ŋ ɯ ɾ a x	tɯŋɯɾax
5938	Yakut	toe	t a ɾ b a x	taɾbax
5939	Yakut	foot	u lː u ŋ a x	ulːuŋax
5940	Yakut	heel	t i l e x	tilex
5941	Yakut	knee	t o b u k	tobuk
5942	Yakut	knee	ɟ i l b e k	ɟilbek
5943	Yakut	thigh	u lː u k	ulːuk
5944	Yakut	thigh	ø tː y k	øtːyk
5945	Yakut	leg	a t a x	atax
5946	Yakut	body	b e j e	beje
5947	Yakut	vein	vʲ e n a	vʲena
5948	Yakut	vein	k yø x + t ɯ m ɯ ɾ	ky͡øx_tɯmɯɾ
5949	Yakut	sinew	i ŋ iː ɾ	iŋiːɾ
5950	Yakut	brain	m e j iː	mejiː
5951	Yakut	heart	s y ɾ e x	syɾex
5952	Yakut	stomach	k u ɾ t a x	kuɾtax
5953	Yakut	liver	b ɯa ɾ	bɯ͡aɾ
5954	Yakut	breath	t ɯː n	tɯːn
5955	Yakut	hunger	aː s	aːs
5956	Yakut	tear	x a ɾ a x + uː t a	xaɾax_uːta
5957	Yakut	flavour	a m t a n	amtan
5958	Yakut	odour	s ɯ t	sɯt
5959	Yakut	sleep	u t u j uː	utujuː
5960	Yakut	dream	t yː l	tyːl
5961	Yakut	sky	x a lː aː n	xalːaːn
5962	Yakut	sun	k y n	kyn
5963	Yakut	moon	ɯ j	ɯj
5964	Yakut	star	s u l u s	sulus
5965	Yakut	air	s a l g ɯ n	salɡɯn
